yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,Nsta,RMS,intensity,induced,locality,county
19/09/1986, 20:57:17.5,51.617,-3.344,15,1,4,0.1, ,NA, PONTYPRIDD,M GLAMORGAN
22/09/1986, 02:50:18.3,51.581,-3.341,6.2,1.1,5,0.2, ,NA, PONTYPRIDD,M GLAMORGAN
