yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,Nsta,RMS,intensity,induced,locality,county
09/11/1981, 03:10:35.9,51.639,-3.041,2,2.5,17,0.6,3,NA, CWMBRAN,
09/11/1981, 04:20:25.8,51.751,-3.13,0.1,2.1,5,0.5,3,NA, CWMBRAN,
