yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,locality,county,geometry
24/07/1989, 12:05:17.3,51.472,-3.399,7.7,1.4, YSTRADOWEN,S GLAMORGAN,POINT (-772646.1913341379 5864653.321640851)
