yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,locality,county,geometry
19/11/1997, 13:12:56.4,51.699,-4.243,20.1,1.7, BURRY PORT,DYFED,POINT (-823663.4252111064 5904952.644984266)
22/09/2013, 23:06:02.1,51.763,-4.252,2.7,1.4, LLANNON,CARMARTHENSHIRE,POINT (-822353.1525129355 5912133.196187464)
10/09/2017, 09:52:45.4,51.687,-4.44,8.1,0.6, CARMARTHEN BAY,,POINT (-837439.4739728728 5907332.994617441)
