yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,locality,county,geometry
29/01/1984, 23:17:15.1,51.406,-3.042,2.4,0.7, SEVERN ESTUARY,,POINT (-750011.0094256387 5851098.554248313)
13/12/1990, 21:58:59.5,51.374,-3.176,0.0,1.8, BRISTOL CHANNEL,,POINT (-760117.9135474309 5849937.13032326)
