yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,locality,county,geometry
28/09/2021, 04:14:45.9,51.735,-4.632,6.2,1.9, AMROTH,PEMBROKESHIRE,POINT (-849038.5114802804 5916228.574266174)
28/09/2021, 04:14:28.0,51.733,-4.637,4.8,1.3, AMROTH,PEMBROKESHIRE,POINT (-849439.8033034678 5916104.812026173)
28/09/2021, 04:31:02.5,51.734,-4.623,5.3,1.0, AMROTH,PEMBROKESHIRE,POINT (-848457.2790641349 5915947.7224096)
