yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,locality,county,geometry
07/02/2010, 13:17:47.6,51.956,-4.281,7.9,1.2, RHOS,CARMARTHENSHIRE,POINT (-818507.3014603371 5933816.0860039415)
10/05/2018, 02:44:14.6,51.999,-4.386,4.8,0.8, PENBOYR,CARMARTHENSHIRE,POINT (-824306.4600456038 5940487.756145998)
