yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,locality,county,geometry
28/06/1983, 13:02:10.6,52.079,-4.194,7.8,1.3, LAMPETER,DYFED,POINT (-808922.773021322 5945669.818942129)
09/06/1988, 13:36:00.3,52.085,-4.075,2.5,1.1, LAMPETER,DYFED,POINT (-800712.7915550864 5944128.831282602)
