yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,locality,county,geometry
25/08/1930, 21:00:00.0,51.67,-3.74,5.0,3.2, NEATH,,POINT (-790244.7808959368 5892516.358254294)
07/04/2013, 08:08:12.1,51.691,-3.766,9.2,1.2, NEATH,NEATH PORT TALBOT,POINT (-791403.8898694464 5895291.765253097)
07/01/1988, 04:06:06.2,51.689,-3.951,15.0,0.5, PONTARDAWE,W GLAMORGAN,POINT (-804070.8117381844 5898452.024181434)
