yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,locality,county,geometry
30/05/1987, 13:02:26.8,52.028,-3.77,15.1,1.3, S.LLANDOVERY,POWYS,POINT (-781799.7048336798 5932312.831546286)
19/12/2013, 09:30:25.0,52.045,-3.658,4.5,1.9, LLANWRTYD WELLS,POWYS,POINT (-773730.2889144139 5932153.919805603)
29/12/2017, 02:03:02.3,52.025,-3.763,7.4,1.0, LLANDOVERY,CARMARTHS,POINT (-781414.4878429759 5931857.219866827)
