yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,Nsta,RMS,intensity,induced,locality,county
20/09/1988, 16:16:56.2,51.692,-3.289,-1.3438289190254917,-0.9671391214130809,6.0,0.2,3,, SE MERTHYR TYD,POWYS
13/10/1988, 12:17:50.6,51.69,-3.191,2.8201588317817055,-0.8117626723991759,4.0,0.2, ,, MERTHYR VALE,MID GLAM
24/03/1989, 00:49:00.9,51.685,-3.258,-1.2726496412339157,-0.19025687634355679,5.0,0.2,2,, BARGOED,MID GLAMORGAN
08/04/1989, 16:54:09.8,51.826,-4.091,-0.5252672244223674,-0.8117626723991759,9.0,0.1, ,, LLANELLI,DYFED
28/09/1989, 12:23:05.4,51.814,-3.091,2.6066209984069775,-0.3456333253574617,4.0,0.2, ,, ABERGAVENNY,GWENT
21/06/1990, 01:48:43.7,51.661,-3.07,-1.0413169884112936,0.12049602168425277,6.0,0.2, ,, CWMBRAN,GWENT
19/10/1990, 09:46:22.1,51.688,-3.252,-1.3438289190254917,-0.6563862233852713,7.0,0.3,2,, HENGOED,MID GLAMORGAN
25/10/1990, 14:28:06.5,51.571,-3.482,1.3075991787107153,-0.8117626723991759,4.0,0.2, ,, BRIDGEND,MID GLAMORGAN
20/11/1990, 17:14:14.9,51.687,-3.272,-1.3082392801297036,-0.6563862233852713,5.0,0.3,2,, GELLIGAER,SOUTH WALES
08/12/1990, 00:35:03.1,51.709,-3.267,-1.3438289190254917,-0.03488042732965183,6.0,0.5, ,, RHONNDA,MID GLAMORGAN
09/01/1991, 01:28:14.7,51.67,-3.29,-0.8811636133802476,-0.6563862233852713,3.0,,3,, GELLIGAER,M GLAMORGAN
04/04/1991, 04:16:42.5,51.678,-3.066,-1.3438289190254917,0.5866253687259673,15.0,0.3, ,, PONTYWAUN,GWENT
19/06/1991, 22:07:09.5,51.545,-3.189,-0.00921746043344119,-0.9671391214130809,9.0,0.2, ,, CAERPHILLY,M GLAMORGAN
13/03/1992, 23:26:12.5,51.71,-3.289,-1.3260340995775977,-0.19025687634355679,6.0,0.1, ,, BEDLINOG,MID GLAMORGAN
11/04/1992, 06:45:38.2,51.643,-3.103,1.4143680953980793,0.12049602168425277,12.0,0.2, ,, ABERCARN,GWENT
11/04/1992, 06:54:30.3,51.633,-3.098,1.3609836370543973,-0.6563862233852713,4.0,0.0, ,, ABERCARN,GWENT
20/04/1992, 22:20:26.6,51.695,-3.552,0.542421942451273,-0.8117626723991759,10.0,0.1, ,, TREHERBERT,M GLAMORGAN
13/05/1992, 08:55:52.4,51.663,-3.103,1.4855473731896554,-0.19025687634355679,4.0,0.0, ,, NEWBRIDGE,GWENT
17/08/1992, 00:53:35.1,51.684,-3.26,-1.3260340995775977,0.8973782667537772,21.0,0.3,5,, BARGOED,MID GLAMORGAN
31/08/1992, 20:49:19.4,51.711,-3.303,-1.3260340995775977,-0.8117626723991759,4.0,0.1, ,, BEDLINOG,MID GLAMORGAN
18/03/1993, 02:31:43.3,51.615,-3.283,0.43565302576390896,-0.3456333253574617,10.0,0.3, ,, SENGHENYDD,M GLAMORGAN
15/12/1993, 15:30:42.8,51.675,-3.26,-1.3260340995775977,-0.6563862233852713,6.0,0.1, ,, BARGOED,MID GLAMORGAN
31/12/1993, 21:20:58.6,51.604,-3.602,-0.6854205994534134,0.27587247069815773,14.0,0.2, ,, PONTYCYMER,W GLAMORGAN
28/01/1994, 06:05:47.3,51.546,-3.207,0.15093591459760494,-0.8117626723991759,10.0,0.3, ,, CARDIFF,S GLAMORGAN
22/06/1994, 22:16:50.3,51.63,-3.134,1.1296509842317752,0.5866253687259673,29.0,0.2, ,, ABERCARN,GWENT
17/08/1994, 23:50:50.7,51.697,-3.249,-1.3260340995775977,0.5866253687259673,24.0,0.2,3,, BARGOED,MID GLAMORGAN
29/03/1995, 18:05:08.0,51.774,-3.456,1.2008302620233513,-0.8117626723991759,6.0,0.1, ,, MERTHYR TYDFIL,M GLAM
02/04/1995, 03:46:27.3,51.762,-3.734,0.4000633868681211,-0.3456333253574617,14.0,0.2, ,, NEATH,WEST GLAMORGAN
04/10/1995, 20:40:27.2,51.71,-4.144,0.4890374841075911,0.12049602168425277,,, ,, LLANELLI,DYFED
07/12/1995, 14:16:52.2,51.772,-4.173,1.1474458036796693,-0.03488042732965183,,, ,, LLANELLI,DYFED
18/11/1996, 00:03:56.4,51.766,-3.838,-0.3651138493913213,-0.9671391214130809,,, ,, GLANAMAN,DYFED
19/11/1997, 13:12:56.4,51.699,-4.243,2.232929790001204,0.12049602168425277,,, ,, BURRY PORT,DYFED
23/11/1998, 13:43:34.8,51.701,-3.066,1.3253939981586094,0.5866253687259673,,, ,, PONTYPOOL,GWENT
07/12/1998, 10:50:58.2,51.673,-3.2,0.026372178462346855,-0.3456333253574617,,, ,, BLACKWOOD,GWENT
25/12/1998, 08:49:44.1,51.809,-3.983,2.0015971371785817,-0.19025687634355679,,, ,, AMMANFORD,DYFED
03/03/1999, 23:02:44.2,51.73,-3.259,-1.2904444606818097,-0.9671391214130809,,, ,, NEW TREDEGAR,MID GLAM
08/03/1999, 01:19:51.2,51.711,-3.304,-0.9523428911718235,-0.8117626723991759,,, ,, BEDLINOG,MID GLAMORGAN
18/03/1999, 02:38:22.1,51.714,-3.296,-1.0057273495155055,-0.8117626723991759,,, ,, BEDLINOG,MID GLAMORGAN
09/07/1999, 14:31:11.9,51.697,-3.219,-0.9701377106197177,0.43124891971206236,,,3,, BARGOED,MID GLAMORGAN
30/07/1999, 09:31:12.3,51.689,-3.201,-0.2049604743602752,1.6742605118233014,,, ,, BARGOED,MID GLAMORGAN
30/07/1999, 22:43:17.8,51.691,-3.188,-0.18716565491238127,-0.5010097743713664,,, ,, BARGOED,MID GLAMORGAN
31/07/1999, 07:33:48.5,51.695,-3.212,-0.04480709932922924,-0.8117626723991759,,, ,, BARGOED,MID GLAMORGAN
13/08/1999, 05:28:58.6,51.689,-3.215,-0.027012279881335133,0.7420018177398723,,, ,, BARGOED,MID GLAMORGAN
20/01/2000, 14:10:51.0,51.614,-3.625,0.6847804980344251,0.27587247069815773,,, ,, MAESTEG,MID GLAMORGAN
22/03/2000, 01:35:09.1,51.684,-3.23,-1.1658807245465517,-0.3456333253574617,,, ,, BARGOED,MID GLAMORGAN
21/04/2001, 14:35:54.2,51.594,-3.301,1.6634955676685952,0.43124891971206236,,, ,, PONTYPRIDD,GWENT
09/05/2001, 23:31:17.4,51.752,-3.735,2.3930831650322495,-0.6563862233852713,,, ,, YSTRADGYNLAIS,POWYS
16/09/2001, 02:44:31.4,51.742,-4.134,1.0584717064401992,0.27587247069815773,,, ,, LLANELLI,DYFED
10/10/2001, 02:52:25.3,51.698,-3.255,-0.18716565491238127,2.2957663078789206,,,4,, BARGOED,MID GLAMORGAN
10/10/2001, 05:01:48.0,51.7,-3.253,-0.4007034882871094,-0.03488042732965183,,, ,, BARGOED,MID GLAMORGAN
18/10/2001, 03:50:13.6,51.703,-3.255,0.0619618173581349,1.3635076137954913,,,4,, BARGOED,MID GLAMORGAN
22/10/2001, 15:16:48.3,51.702,-3.254,0.008577359014452755,-0.03488042732965183,,, ,, BARGOED,MID GLAMORGAN
28/01/2002, 00:30:09.2,51.702,-3.258,-0.4362931271828974,0.12049602168425277,,, ,, BARGOED,MID GLAMORGAN
28/01/2002, 00:30:14.8,51.7,-3.257,-0.2227552938081693,1.3635076137954913,,, ,, BARGOED,MID GLAMORGAN
12/02/2002, 19:13:16.2,51.701,-3.256,-0.4184983077350033,2.1403898588650154,11.0,0.1,4,, BARGOED,MID GLAMORGAN
17/02/2002, 15:44:06.7,51.706,-3.261,-0.9167532522760354,0.5866253687259673,10.0,0.1, ,, BARGOED,MID GLAMORGAN
24/02/2002, 23:18:35.4,51.7,-3.272,-0.7743946966928834,0.12049602168425277,9.0,0.1, ,, BARGOED,MID GLAMORGAN
16/03/2002, 05:07:14.7,51.702,-3.266,-0.9523428911718235,-0.3456333253574617,7.0,0.1, ,, BARGOED,MID GLAMORGAN
04/04/2002, 08:45:46.8,51.662,-3.402,0.07975663680602885,-0.19025687634355679,6.0,0.1, ,, MOUNTAIN ASH,MID GLAMO
18/09/2002, 05:20:10.3,51.713,-3.588,-1.0769066273070815,0.7420018177398723,11.0,0.2, ,, GLYN-NEATH,W GLAMORGAN
21/01/2003, 01:40:55.8,51.671,-3.058,0.32888410907654503,-0.03488042732965183,7.0,0.1, ,, PONTYPOOL,GWENT
23/01/2003, 17:34:31.7,51.716,-3.336,0.4890374841075911,-0.19025687634355679,8.0,0.1, ,, MERTHYR TYDFIL,M GLAMO
25/01/2003, 19:20:59.4,51.669,-3.052,-0.7743946966928834,-0.19025687634355679,10.0,0.1, ,, PONTYPOOL,GWENT
