yyyy-mm-dd,hh:mm:ss.ss,lat,lon,depth,ML,Nsta,RMS,intensity,induced,locality,county,
18/04/1998, 03:17:23.1,52.439,-2.818,16.7,0.8, , , , , CRAVEN,SHROPSHIRE,
18/05/1998, 02:45:52.3,52.956,-4.36,23.4,0.8, , , , , LLEYN PENIN,GWYNEDD,
01/03/1999, 21:14:37.3,52.394,-3.297,13,0.8, , , , , NEWTOWN,POWYS,
27/05/1999, 18:59:30.7,52.891,-3.505,10.5,0.8, , , , , BALA,GWYNEDD,
03/02/2000, 04:22:44.4,51.381,-2.773,2.3,0.8, , ,4, , BRISTOL,AVON,
13/03/2000, 21:14:04.1,52.826,-2.681,13.4,0.8, , , , , SHREWSBURY,SHROPSHIRE,
06/04/2000, 20:16:51.1,51.892,-2.975,15,0.8, , , , , ABERGAVENNY,GWENT,
18/10/2000, 13:45:40.8,53.333,-4.295,14.1,0.8, , , , , NORTH ANGLESEY,GWYNEDD,
03/03/2002, 08:10:39.9,52.122,-2.71,13.5,0.8,5,0, , , HEREFORD,HER & WOR,
08/02/2003, 03:21:15.8,52.965,-4.391,22.9,0.8,10,0, , , PWLLHELI,GWYNEDD,
12/07/2003, 14:09:49.7,52.119,-3.567,11.2,0.8,10,0.1, , , LLANGAMMARCH WELLS,POW,
16/09/2003, 00:11:26.3,51.249,-4.898,7.4,0.8,13,0.4, , , BRISTOL CHANNEL,,
19/07/2004, 07:53:45.8,53.074,-3.705,8.1,0.8,6,0.2, , , BETWS-Y-COED,GWYNEDD,
05/06/2005, 13:01:17.7,51.969,-2.878,11.2,0.8,9,0.2, , , HEREFORD,HEREFORDSHIRE,
09/09/2005, 15:24:07.6,52.009,-2.801,13.8,0.8,5,0, , , HEREFORD,HEREFORDSHIRE,
23/12/2006, 01:19:29.6,52.784,-4.476,12.6,0.8,4,0, , , PWLLHELI,GWYNEDD,
07/04/2009, 03:05:15.9,51.9,-3.218,4.8,0.8,4,0.1, , , BRECON,POWYS,
07/08/2011, 17:11:57.9,53.138,-4.771,9.3,0.8,6,0.1, , , CAERNARFON BAY,GWYNEDD,
30/05/2013, 22:06:28.2,52.892,-4.726,11.4,0.8,9,0.2,2, , LLEYN PENINSULA,,
18/07/2013, 00:10:50.2,53.409,-4.456,10.9,0.8,6,0.1, , , CEMAES,ANGLESEY,
06/09/2013, 17:21:06.7,52.96,-4.364,19.1,0.8,5,0.1, , , PWLLHELI,GWYNEDD,
06/12/2013, 05:21:26.2,52.976,-4.477,21.6,0.8,5,0.1, , , LLEYN PENINSULA,,
21/01/2014, 15:20:00.1,52.963,-4.383,20.6,0.8,6,0.1, , , LLEYN PENINSULA,,
12/03/2014, 03:20:24.8,52.992,-3.756,12.4,0.8,7,0.2,2, , BETWS-Y-COED,CONWY,
30/12/2014, 15:29:31.2,52.271,-3.175,9,0.8,6,0.1, , , KNIGHTON,POWYS,
20/01/2015, 21:50:56.3,53.34,-2.769,6.9,0.8,5,0.3, , , RUNCORN,CHESHIRE,
14/02/2015, 21:40:16.8,52.991,-4.37,18.6,0.8,6,0.1, , , LLEYN PENINSULA,,
20/05/2015, 17:41:45.6,51.887,-2.937,21.8,0.8,5,0.2, , , PANDY,MONMOUTHSHIRE,
24/05/2015, 12:34:56.1,51.257,-3.442,7.2,0.8,6,0.3, , , BRISTOL CHANNEL,,
04/09/2015, 18:14:40.2,51.843,-2.876,17.7,0.8,6,0.2, , , CROSS ASH,MONMOUTHSHIRE,
05/10/2015, 09:54:39.6,51.651,-3.145,2.2,0.8,5,0.2, , , NEWBRIDGE,CAERPHILLY,
27/12/2015, 11:08:47.3,51.662,-3.202,9.3,0.8,4,0.1, , , BLACKWOOD,CAERPHILLY,
01/01/2016, 04:30:32.9,53.147,-3.43,9.6,0.8,5,0.3, , , DENBIGH,DENBIGHSHIRE,
08/01/2016, 18:46:58.4,52.216,-3.037,4.8,0.8,5,0.1, , , KINGTON,HEREFORDSHIRE,
03/05/2016, 22:49:46.4,51.96,-2.899,8.7,0.8,8,0.3, , , PONTRILAS,HEREFORDSHIRE,
11/11/2016, 13:54:22.9,51.704,-3.003,14.9,0.8,8,0.3, , , PONTYPOOL,TORFAEN,
27/07/2017, 19:55:26.9,53.028,-2.837,12.2,0.8,6,0.3, , , SHOCKLACK,CHESHIRE,
05/08/2017, 21:05:02.8,52.27,-2.771,7.7,0.8,7,0.3, , , YARPOLE,HEREFORDSHIRE,
18/10/2017, 04:21:52.5,53.056,-4.38,12.1,0.8,7,0.3, , , LLANDWROG,GWYNEDD,
31/10/2017, 20:50:34.0,52.384,-3.981,7.9,0.8,5,0.2, , , ABERYSTWYTH,CEREDIGION,
10/05/2018, 02:44:14.6,51.999,-4.386,4.8,0.8,5,0.2, , , PENBOYR,CARMARTHENSHIRE,
12/06/2018, 00:51:30.2,52.725,-3.044,9.9,0.8,7,0.1, , , MIDDLETOWN,POWYS,
13/10/2018, 04:37:20.7,51.886,-3.292,7.3,0.8,4,0.4, , , TALYBONT-ON-USK,POWYS,
25/02/2019, 05:47:33.0,51.765,-3.828,7.7,0.8,6,0.2, , , CWMLLYNFELL,NPT,
14/07/2019, 03:57:42.6,52.191,-3.035,16.1,0.8,7,0.1, , , KINGTON,HEREFORDSHIRE,
23/08/2019, 19:30:51.0,52.623,-4.241,7.8,0.8,5,0.3, , , CARDIGAN BAY,,
04/09/2019, 04:59:37.2,51.889,-2.563,13,0.8,5,0.2, , , ROSS-ON-WYE,HEREF,
09/09/2019, 20:36:00.7,53.023,-4.118,7.5,0.8,6,0.3, , , BEDDGELERT,GWYNEDD,
19/11/2019, 08:38:48.8,52.19,-3.644,10.5,0.8,6,0.1, , , ABERGWESYN,POWYS,
22/12/2019, 09:20:11.6,52.312,-3.229,8.4,0.8,8,0.1, , , DOLAU,POWYS,
08/06/2020, 19:15:54.9,51.58,-3.473,11.1,0.8,6,0.2, , , HENDREFORGAN,RHONDDA CT,
17/06/2020, 05:54:29.5,51.546,-2.939,20.7,0.8,6,0.2, , , GOLDCLIFF,NEWPORT,
18/07/2020, 06:51:56.6,53.334,-4.505,11.4,0.8,6,0.3, , , ANGLESEY,GWYNEDD,
24/07/2020, 06:38:20.7,53.186,-2.555,7.7,0.8,8,0.2, , , WINSFORD,CHESHIRE,
31/08/2020, 00:39:50.1,51.594,-3.418,2,0.8,8,0.2, , , TONYREFAIL,RHONDDA CT,
12/09/2020, 23:14:01.7,51.591,-3.429,2.2,0.8,6,0.3, , , TONYREFAIL,RHONDDA CT,
10/01/2021, 02:46:30.4,52.74,-2.988,13.1,0.8,6,0.4, , , CREWGREEN,POWYS,
19/04/2021, 06:27:15.1,51.838,-3.167,18.3,0.8,5,0.1, , , LLANGATTOCK,POWYS,
29/06/2021, 06:24:22.4,52.272,-3.376,11.2,0.8,6,0.1, , , LLANDRINDOD WELLS,POWYS,
03/07/2021, 08:43:55.8,53.029,-4.249,10.4,0.8,6,0.3, , , NEBO,GYWNEDD,
04/07/2021, 19:52:33.0,53.137,-2.79,7.8,0.8,8,0.3, , , GATESHEATH,CHESHIRE,
26/01/2022, 21:17:30.6,53.365,-4.319,6.5,0.8,5,0.3, , , DULAS,ANGLESEY,
13/04/2022, 01:33:44.0,52.699,-3.099,4.8,0.8,7,0.3, , , TREWERN,POWYS,
11/08/2022, 13:32:57.2,51.577,-3.101,7.2,0.8,7,0.1, , , NEWPORT,GWENT,
25/09/2022, 00:58:59.8,51.063,-2.941,15.1,0.8,8,0.2, , , EAST LYNG,SOMERSET,
06/03/1984, 12:29:21.8,52.039,-2.553,6.1,0.9,4,0, , , RUSHALL,HEREFORD&WORC,
06/02/1985, 23:36:35.4,52.957,-4.42,21.3,0.9,12,0.1, , , LLEYN PENIN, NW WALES,
18/05/1985, 22:58:06.3,51.593,-3.089,18,0.9,4,0, , , NEWPORT GWENT,,
24/05/1985, 00:47:53.4,52.961,-4.377,22.7,0.9,14,0.1, , , LLEYN PENIN, NW WALES,
21/01/1986, 21:38:25.7,53.192,-4.035,12.5,0.9,12,0.1, , , N. OF BETHESDA,GWYNEDD,
24/02/1986, 05:46:30.1,52.979,-4.32,20.3,0.9,12,0.4, , , LLEYN AFTERSHOCK,,
26/03/1986, 17:29:40.1,51.974,-3.085,20.5,0.9,4,0.1, , , WINFORTON,HER & WOR,
19/06/1986, 05:05:25.3,51.764,-2.97,39.4,0.9,3,0, , , NR BARGOED,M GLAMORGAN,
19/06/1986, 05:10:20.8,51.741,-3.065,34.1,0.9,3,0.1, , , NR BARGOED,M GLAMORGAN,
22/06/1986, 23:06:12.7,53.105,-3.828,15.5,0.9,12,0.3, , , N OF BETWS-Y-COED,GWYN,
30/07/1986, 14:59:24.5,52.279,-3.584,7.5,0.9,3,0, , , BRYN NICOL,DYFED,
18/08/1986, 11:51:31.6,52.046,-3.258,26.1,0.9,3,0, , , NR BRECON,POWYS,
19/09/1986, 14:40:29.8,53.097,-4.286,14.5,0.9,13,0.1, , , S OF CAERNARVON,GWYND,
06/10/1986, 04:45:48.9,51.985,-3.626,20.9,0.9,4,0, , , NR LLYWEL,POWYS,
07/11/1986, 14:34:21.7,51.783,-3.606,0,0.9,4,0, , , GLYN-NEATH,W GLAMORGAN,
22/01/1987, 18:52:09.4,52.977,-4.381,19.8,0.9,11,0.3, , , LLEYN AFTERSHOCK,,
10/09/1987, 16:17:03.6,52.982,-4.425,19.8,0.9,13,0.2, , , LLEYN AFTERSHOCK,,
18/12/1987, 23:52:54.2,52.964,-4.371,21.9,0.9,13,0.3, , , LLEYN AFTERSHOCK,,
07/01/1988, 07:11:43.9,52.901,-5.492,7.7,0.9,11,0.4, , , SOUTHERN IRISH SEA,,
28/03/1988, 17:40:41.6,52.963,-4.347,19.3,0.9,13,0.3, , , LLEYN PEN,GWYNEDD,
31/03/1988, 10:09:46.0,52.973,-4.383,20.2,0.9,12,0.2, , , LLEYN PEN,GWYNEDD,
25/07/1988, 09:59:05.7,52.975,-4.393,19.8,0.9,7,0.3, , , LLEYN PEN,GWYNEDD,
07/08/1988, 01:44:57.8,52.035,-3.09,9,0.9,5,0.1, , , HAY-ON-WYE,HER & WORC,
07/08/1988, 22:32:47.7,52.056,-3.08,7.7,0.9,4,0, , , HAY-ON-WYE,HER & WORC,
04/10/1988, 07:23:43.0,52.163,-2.575,18.1,0.9,5,0, , , LEOMINSTER,HER & WORC,
01/03/1989, 09:47:56.6,52.964,-4.372,19.3,0.9,7,0.1, , , LLEYN,GWYNEDD,
04/03/1989, 16:14:21.6,53.305,-3.433,3.1,0.9,12,0.2, , , PRESTATYN,CLWYD,
05/04/1989, 09:54:22.9,51.673,-3.228,23.5,0.9,3,0, , , BARGOED,MID GLAMORGAN,
04/05/1989, 14:07:00.7,52.962,-4.368,19.9,0.9,8,0.2, , , LLEYN,GWYNEDD,
15/05/1989, 12:55:59.7,52.114,-4.019,0,0.9,8,0.1, , , LAMPETER,DYFED,
02/06/1989, 06:10:05.1,53.264,-3.804,16.3,0.9,16,0.3, , , COLWYN BAY,CLWYD,
25/07/1989, 18:49:33.2,52.955,-4.374,19.4,0.9,8,0.1, , , LLEYN,GWYNEDD,
08/01/1990, 04:47:38.5,52.964,-4.248,2.7,0.9,7,0.2, , , CRICCIETH,GWYNEDD,
02/04/1990, 22:04:14.0,52.435,-3.028,18.3,0.9,4,0.1, , , BISHOP'S CASTLE,SHROPS,
02/05/1990, 21:54:28.0,53.156,-2.628,8.2,0.9,9,0.3, , , ALPRAHAM,CHESHIRE,
01/07/1990, 00:39:24.1,53.495,-2.514,0.1,0.9,12,0.3,2, , LEIGH,GTR MANCHESTER,
08/02/1991, 18:37:39.5,53.289,-2.611,9.1,0.9,18,0.3, , , WEAVERHAM,CHESHIRE,
23/03/1991, 00:17:50.0,51.714,-3.275,0.8,0.9,9,0.2, , , BARGOED,MID GLAMORGAN,
08/09/1991, 08:09:50.4,53.1,-4.626,15,0.9,11,0.2, , , CAERNARVON BAY,GWYNEDD,
18/10/1991, 04:31:43.0,53.413,-3.16,18.9,0.9,16,0.3, , , HOYLAKE,MERSEYSIDE,
21/04/1992, 03:04:11.8,51.667,-3.071,16.5,0.9,7,0.1, , , NEWBRIDGE,GWENT,
26/04/1992, 05:16:15.1,53.057,-3.723,7.7,0.9,5,0.3, , , PENTREFOELAS,CLWYD,
23/06/1992, 13:52:00.6,51.629,-3.322,4,0.9,4,0.4, , , NELSON,GWENT,
28/08/1992, 18:57:46.2,52.707,-4.161,11.5,0.9,7,0.3, , , BARMOUTH,GWYNEDD,
21/03/1993, 19:29:35.2,51.066,-2.864,12.5,0.9,9,0.5, , , SOMERTON,SOMERSET,
12/09/1993, 12:38:10.3,52.105,-3.369,15.1,0.9,5,0.1, , , BUILTH WELLS,POWYS,
01/01/1995, 21:56:37.2,52.397,-3.153,12.1,0.9,6,0, , , KNIGHTON,POWYS,
18/12/1995, 15:21:46.0,52.414,-2.802,14.4,0.9, , , , , LUDLOW,SHROPSHIRE,
26/02/1996, 19:53:09.9,52.078,-2.736,16.5,0.9, , , , , HEREFORD,HER & WOR,
02/08/1996, 17:42:45.8,52.872,-3.514,7.7,0.9, , , , , BALA,GWYNEDD,
05/12/1997, 11:00:38.9,53.202,-4.007,14.4,0.9, , , , , BETHESDA,GWYNEDD,
10/03/1999, 23:32:47.7,52.867,-5.16,5.6,0.9, , , , , IRISH SEA,,
13/06/1999, 20:22:13.6,51.692,-3.233,2.6,0.9, , , , , BARGOED,MID GLAMORGAN,
07/07/1999, 23:25:35.8,52.429,-2.682,13.6,0.9, , , , , LUDLOW,SHROPSHIRE,
01/10/2000, 20:47:09.3,52.693,-3.221,8.9,0.9, , , , , WELSHPOOL,POWYS,
02/06/2003, 20:52:05.5,52.983,-4.652,12.6,0.9,9,0.1, , , CAERNARVON BAY,GWYNEDD,
26/10/2004, 04:35:19.7,53.183,-4.338,11.6,0.9,7,0, , , ANGLESEY, NORTH WALES,
15/10/2006, 04:35:18.7,52.858,-3.597,14.9,0.9,10,0.3, , , BALA,GYWNEDD,
12/02/2013, 19:19:07.9,52.765,-3.581,20.3,0.9,7,0.1, , , LLANWDDYN,POWYS,
08/05/2013, 00:58:42.9,51.915,-4.133,12.9,0.9,4,0.3, , , BRECHFA,CARMARTHENSHIRE,
26/06/2013, 19:59:38.2,51.708,-3.137,12.5,0.9,5,0.1, , , BRYNITHEL,BLAENAU GWENT,
26/12/2013, 01:24:32.7,52.892,-3.747,11.8,0.9,8,0.3, , , BALA,GWYNEDD,
29/12/2013, 15:12:38.9,52.62,-2.917,11.5,0.9,5,0.1, , , PONTESBURY,SHROPSHIRE,
28/02/2014, 16:26:27.3,52.958,-4.404,22,0.9,5,0.1, , , LLEYN PENINSULA,GWYNED,
05/03/2014, 22:16:47.1,53.088,-3.685,2.5,0.9,4,0, , , BETWS-Y-COED,GWYNEDD,
31/07/2014, 20:24:12.5,51.724,-3.678,5.7,0.9,5,0.2, , , NEATH,NEATH PORT TALBOT,
17/10/2014, 01:00:00.2,53.315,-4.923,9.1,0.9,6,0.1, , , IRISH SEA,,
04/11/2014, 15:50:18.5,52.022,-3.534,8.2,0.9,3,0.1, , , BRECON,POWYS,
14/02/2015, 21:40:25.2,53.006,-4.361,20.7,0.9,7,0.1, , , LLEYN PENINSULA,,
16/05/2015, 02:31:35.3,52.79,-2.712,15.9,0.9,5,0.2, , , SHREWSBURY,SHROPS,
07/09/2015, 09:45:23.7,51.259,-3.473,8.4,0.9,5,0.5, , , BRISTOL CHANNEL,,
16/10/2015, 00:21:18.0,51.672,-3.168,2.4,0.9,8,0.3, , , NEWBRIDGE,CAERPHILLY,
31/01/2016, 06:02:39.6,51.586,-3.066,10.8,0.9,6,0.2, , , ROGERSTONE,NEWPORT,
21/03/2016, 23:15:21.6,51.662,-3.217,3.3,0.9,9,0.3, , , NEWBRIDGE,CAERPHILLY,
28/06/2016, 00:39:48.8,52.45,-5.419,7.3,0.9,6,0.1, , , IRISH SEA,,
27/12/2016, 18:45:21.3,51.508,-3.114,13,0.9,9,0.2, , , RUMNEY,CARDIFF,
06/01/2017, 23:09:01.7,51.622,-3.159,11.7,0.9,9,0.3, , , YNYSDDU,CAERPHILLY,
17/02/2017, 21:16:26.8,53.479,-4.18,7.4,0.9,8,0.3, , , AMLWCH,ANGLESEY,
28/03/2017, 06:12:05.2,51.974,-2.744,3.9,0.9,6,0.2, , , HEREFORD,HEREFORDSHIRE,
12/05/2017, 17:36:12.3,53.176,-4.508,10.7,0.9,9,0.4, , , CAERNARFON BAY,,
18/05/2017, 23:04:14.6,53.042,-5.43,13.9,0.9,8,0.3, , , IRISH SEA,,
11/01/2018, 17:32:09.8,52.106,-4.237,13.4,0.9,7,0.3, , , LLANWENOG,CEREDIGION,
04/03/2018, 00:00:38.7,52.082,-3.407,3.8,0.9,9,0.2, , , BUILTH WELLS,POWYS,
26/05/2018, 02:53:26.7,51.764,-3.824,7.8,0.9,7,0.3, , , CWMLLYNFELL,NPT,
08/08/2018, 00:01:08.8,53.262,-2.633,15.4,0.9,10,0.2, , , CROWTON,CHESHIRE,
04/10/2018, 17:35:05.8,52.03,-3.067,16.1,0.9,5,0.2, , , CRASWELL,HEREFORDSHIRE,
15/10/2018, 09:49:19.8,51.984,-3.576,7.9,0.9,5,0.1, , , SENNYBRIDGE,POWYS,
10/01/2019, 00:42:21.6,51.804,-4.456,4.6,0.9,8,0.2, , , ST CLEARS,CARMARTHS,
27/03/2019, 10:05:13.5,51.782,-3.227,7.5,0.9,8,0.2, , , EBBW VALE,BLAENAU GWENT,
10/09/2019, 19:47:31.1,53.409,-2.709,5.2,0.9,8,0.3, , , ST HELENS,MERSEYSIDE,
10/10/2019, 08:03:25.1,52.324,-3.892,7.8,0.9,6,0.4, , , LLANAFAN,CEREDIGION,
17/11/2019, 12:58:12.9,53.204,-3.897,5.1,0.9,8,0.1, , , DOLGARROG,CONWY,
04/01/2020, 04:40:14.5,52.988,-4.168,5.3,0.9,8,0.1, , , DOLBENMAEN,GWYNEDD,
11/01/2020, 17:13:30.9,53.385,-4.408,16,0.9,3,0, , , BODEWRYD,ANGLESEY,
05/02/2020, 17:38:35.1,52.854,-5.36,8.5,0.9,7,0.2, , , IRISH SEA,,
12/08/2020, 04:35:22.4,51.877,-2.833,18.7,0.9,7,0.1, , , CROSS ASH,MONMOUTHSHIRE,
15/10/2020, 22:45:39.1,51.425,-2.602,11,0.9,8,0.2, , , BRISTOL,CITY OF BRISTOL,
06/05/2021, 20:19:54.4,51.234,-2.705,11.8,0.9,5,0.1, , , EASTON,SOMERSET,
15/07/2021, 19:44:09.4,51.897,-4.171,7.5,0.9,7,0.3, , , FELINGWMUCHAF,CARMARTHS,
19/10/2021, 17:57:04.1,52.188,-3.455,4,0.9,6,0.2, , , NEWBRIDGE-ON-WYE,POWYS,
12/04/2022, 12:08:44.8,51.175,-4.734,16.1,0.9,5,0.1, , , BRISTOL CHANNEL,,
15/08/2022, 10:21:20.9,52.966,-4.354,9.1,0.9,5,0.1, , , LLANAELHAEARN,GWYNEDD,
05/12/2022, 01:48:09.7,51.047,-2.709,10.7,0.9,7,0.2, , , SOMERTON,SOMERSET,
04/02/2023, 10:08:19.8,52.923,-3.149,13.5,0.9,4,0.1, , , LLWYNMAWR,CLWYD,
13/02/2023, 04:23:42.3,51.13,-3.014,7.3,0.9,9,0.2, , , BRIDGEWATER,SOMERSET,
28/04/2023, 21:32:29.8,51.023,-2.668,7.9,0.9,8,0.1, , , PODIMORE,SOMERSET,
15/05/2023, 02:11:39.4,51.866,-3.803,10.7,0.9,8,0.4, , , GWYNFE,CARMARTHENSHIRE,
16/11/1978, 23:22:00.0,51.75,-3.27, ,1, , , , , MERTHYR TYD.,,
18/05/1980, 20:11:00.0,51.72,-3.27, ,1, , , , , MERTHYR TYD.,,
28/04/1981, 21:41:57.7,52.298,-2.927,16.4,1,3,0.3, , , LUDLOW AREA,,
20/08/1983, 00:48:31.8,51.768,-3.852,4.1,1,6,0.1, , , GLANAMAN,W.GLAMORGAN,
23/08/1983, 10:38:39.4,51.653,-3.068,2.5,1,5,0.3, , , CWMBRAN,GWENT,
20/04/1984, 21:59:48.8,51.348,-3.268,15,1,7,0.2, , , OFF BARRY,S GLAMORGAN,
26/08/1984, 18:19:06.6,51.851,-2.866,6.2,1,3,0, , , NW OF MONMOUTH,GWENT,
12/01/1985, 20:04:35.8,52.959,-4.369,23.5,1,16,0.1, , , LLEYN PENIN, NW WALES,
20/03/1985, 10:11:30.8,52.983,-4.328,12.6,1,8,0.4, , , LLEYN PENIN, NW WALES,
21/06/1985, 20:08:57.9,52.967,-4.379,23.8,1,3,0, , , LLEYN PENIN, NW WALES,
12/07/1985, 05:37:16.9,52.986,-4.421,23.2,1,14,0.1, , , LLEYN AFTERSHOCK,,
24/07/1985, 11:20:38.5,52.967,-4.339,21.8,1,12,0.2, , , LLEYN PENIN, NW WALES,
19/09/1985, 12:07:55.6,52.96,-4.4,21.5,1, , , , , LLEYN PENINSULA,,
19/07/1986, 15:37:18.6,51.701,-3.282,16.1,1,4,0.2, , , MERTHYR VALE,MID GLAM,
19/09/1986, 20:57:17.5,51.617,-3.344,15,1,4,0.1, , , PONTYPRIDD,M GLAMORGAN,
16/01/1987, 11:13:45.6,51.823,-3.601,33.9,1,5,0, , , YSTRADFELLTE,POWYS,
14/04/1987, 11:03:40.1,52.664,-3.09,5,1,5,0.1, , , WELSHPOOL,POWYS,
29/11/1987, 22:34:20.4,53.271,-4.946,8.8,1,11,0.3, , , W.OF HOLYHEAD,GWYNEDD,
12/01/1988, 09:02:57.9,53.12,-4.356,14.1,1,13,0.2, , , CAERNARVON,GWYNEDD,
03/04/1988, 16:07:44.5,52.418,-3.367,11.2,1,15,0.3, , , S NEWTOWN,POWYS,
25/07/1988, 12:18:22.4,51.704,-3.162,13.3,1,4,0, , , ABERTILLERY,GWENT,
20/09/1988, 16:16:56.2,51.692,-3.289,0,1,6,0.2,3, , SE MERTHYR TYD,POWYS,
29/09/1988, 17:58:30.7,52.95,-4.376,16.5,1,8,0.2, , , LLEYN PEN,GWYNEDD,
19/05/1989, 15:33:16.0,52.315,-2.832,11.3,1,5,0.3, , , LUDLOW,HEREFORD,
04/09/1989, 05:36:11.8,53.002,-4.57,15.2,1,10,0.1, , , LLEYN,GWYNEDD,
16/10/1989, 16:25:47.9,52.958,-4.379,20.3,1,12,0.2, , , LLEYN,GWYNEDD,
18/01/1990, 07:45:25.1,53.01,-4.41,14.2,1,13, ,2, , LLEYN,GWYNEDD,
13/09/1990, 12:44:11.6,52.97,-4.342,20.4,1,12,0.3, , , LLEYN,GWYNEDD,
10/11/1990, 03:33:57.0,53.125,-3.929,8.5,1,14,0.3, , , LLYN COWLYD,GWYNEDD,
03/04/1991, 19:45:55.1,51.93,-3.183,17.2,1,3,0, , , EARDISLEY,HEREFORD,
19/06/1991, 22:07:09.5,51.545,-3.189,7.5,1,9,0.2, , , CAERPHILLY,M GLAMORGAN,
01/07/1991, 17:16:27.1,52.975,-4.38,20.3,1,13,0.2, , , LLEYN GWYNEDD,,
08/08/1991, 07:25:56.6,52.969,-4.362,17.4,1,12,0.2, , , LLEYN,GWYNEDD,
27/05/1992, 23:15:20.1,51.609,-2.929,17.9,1,4,0.2, , , NEWPORT,GWENT,
15/11/1992, 01:54:20.7,52.268,-2.859,0,1,5,0.3, , , LEOMINSTER,HER & WOR,
07/02/1993, 17:33:44.0,52.945,-4.407,22.3,1,5,0.1, , , LLEYN PENINSULA,,
26/06/1993, 21:15:36.0,53.222,-2.989,7.5,1,13,0.2, , , CHESTER,CHESHIRE,
28/09/1993, 00:36:02.9,53.382,-4.453,14.6,1,10,0.1, , , ANGLESEY,GWYNEDD,
28/10/1993, 17:06:40.5,52.871,-2.829,2.5,1,7,0.2, , , WHITCHURCH,STAFFS,
25/12/1993, 02:20:55.4,52.884,-3.519,10.7,1,16,0.2, , , BALA,GWYNEDD,
17/03/1994, 19:57:59.8,52.537,-3.44,20.5,1,11,0.1, , , NEWTOWN,POWYS,
01/10/1994, 18:52:56.4,52.544,-3.428,12.1,1,4,0.2, , , NEWTOWN,POWYS,
05/07/1995, 01:53:14.9,51.106,-4.445,17.8,1,4,0.3, , , BARNSTAPLE BAY,DEVON,
18/11/1996, 00:03:56.4,51.766,-3.838,5.5,1, , , , , GLANAMAN,DYFED,
22/02/1997, 21:16:15.2,53.186,-3.652,8.6,1, , , , , ABERGELE,CLWYD,
16/03/1998, 21:37:53.8,51.727,-2.845,26.6,1, , , , , USK,GWENT,
03/03/1999, 23:02:44.2,51.73,-3.259,0.3,1, , , , , NEW TREDEGAR,MID GLAM,
02/05/1999, 20:37:33.3,52.959,-3.588,11.5,1, , , , , BALA,GWYNEDD,
31/08/2001, 22:32:24.4,51.83,-2.906,12.8,1, , , , , ABERGAVENNY,GWENT,
13/09/2001, 23:45:34.3,52.036,-2.832,20.7,1, , , , , HEREFORD,HER & WOR,
03/05/2002, 02:46:30.5,52.311,-3.258,16,1,6,0.1, , , LLANDRINDOD WELLS,POWY,
16/10/2002, 07:11:09.4,52.307,-2.742,17.4,1,6,0.1, , , LUDLOW,SHROPSHIRE,
05/03/2003, 19:55:59.5,52.161,-2.562,19.9,1,6,0.1, , , LEOMINSTER,H & W,
08/07/2003, 07:02:05.1,52.673,-3.847,8.9,1,12,0.1, , , MACHYNLLETH,POWYS,
26/07/2003, 03:52:09.0,52.287,-3.691,20.2,1,8,0.1, , , RHAYADER,POWYS,
13/08/2003, 00:15:49.0,52.967,-3.842,14.8,1,11,0.1, , , FFESTINIOG,GWYNEDD,
26/11/2003, 14:37:10.5,51.84,-2.537,14,1,8,0.1, , , CINDERFORD,GLOUCS,
24/02/2004, 22:09:51.8,52.09,-3.18,7.5,1,7,0.1, , , HAY-ON-WYE,HER & WOR,
20/05/2005, 05:28:08.1,51.916,-3.538,17.6,1,5,0.1, , , SENNYBRIDGE,POWYS,
30/07/2005, 11:19:42.4,52.579,-2.863,15.6,1,7,0, , , SHREWSBURY,SHROPSHIRE,
28/11/2006, 23:30:40.2,52.868,-3.829,9.3,1,9,0.2, , , TRAWSFYNYDD,GWYNEDD,
01/02/2010, 08:19:49.4,53.377,-4.475,5.2,1,9,0.1, , , ISLE OF ANGLESEY,,
14/12/2010, 12:34:35.3,52.075,-3.397,4.3,1,6,0.1, , , BUILTH WELLS,POWYS,
12/04/2011, 04:33:33.7,52.945,-4.216,12.8,1,10,0.2, , , PORTHMADOG,GWYNEDD,
15/07/2011, 16:32:04.3,51.077,-4.381,7.5,1,5,0.3, , , BARNSTAPLE BAY,DEVON,
12/10/2011, 23:49:59.3,53.071,-4.365,13.8,1,8,0.2,2, , CAERNARFON BAY,N WALES,
16/01/2012, 12:11:50.2,51.668,-3.225,5.1,1,4,0.1, , , BARGOED,CAERPHILLY,
30/05/2012, 13:28:36.3,53.165,-4.431,7.4,1,8,0.2, , , ANGLESEY,NORTH WALES,
17/02/2013, 02:29:26.5,53.239,-2.857,11.3,1,5,0.1, , , ELLESMERE PORT,CHESHIRE,
10/04/2013, 01:58:49.7,52.269,-2.773,2.5,1,4,0.2, , , YARPOLE,HEREFORDSHIRE,
29/04/2013, 05:33:24.9,52.743,-2.555,3.1,1,4,0.3, , , TELFORD,SHROPSHIRE,
01/05/2013, 05:19:51.8,52.076,-2.809,7.7,1,4,0.1, , , HEREFORD,HEREFORDSHIRE,
29/06/2013, 14:35:29.6,53.254,-4.35,13.5,1,7,0.1, , , LLANGEFNI,ANGLESEY,
17/09/2013, 03:22:19.9,51.866,-5.03,10.3,1,4,0.2, , , ROCH,PEMBROKESHIRE,
13/10/2013, 20:54:01.2,53.207,-3.892,7.2,1,9,0.1,2, , LLANBEDR-Y-CENNIN,CONWY,
