yyyy-mm-dd,hh:mm:ss.ss,lat,lon,depth,ML,Nsta,RMS,intensity,induced,locality,county,
28/06/2022, 02:09:30.5,51.873,-2.596,16.5,0.5,5,0, , , ROSS-ON-WYE,HEREF,
14/08/2022, 20:30:12.4,53.237,-2.666,13.4,0.5,11,0.2, , , HATCHMERE,CHESHIRE,
01/09/1974, 05:27:59.8,53.02,-4.37,13,0.6, , , , , LLEYN PENINSULA,,
27/11/1978, 03:24:23.5,52.08,-3.26, ,0.6, , , , , HAY ON WYE,,
26/08/1984, 20:17:41.9,52.301,-3.237,13.1,0.6,13,0.6, , , LLAN'DOD WELLS,DYFED,
16/01/1985, 00:49:51.3,52.959,-4.389,23.5,0.6,8,0.2, , , LLEYN PENIN, NW WALES,
20/01/1985, 10:10:27.7,52.963,-4.382,22.4,0.6,10,0.1, , , LLEYN PENIN, NW WALES,
03/02/1985, 01:26:11.9,52.965,-4.384,23.1,0.6,9,0, , , LLEYN PENIN, NW WALES,
13/09/1985, 04:36:47.1,52.932,-4.189,17.2,0.6,5,0.5, , , LLEYN PENIN, NW WALES,
19/03/1986, 21:41:40.5,52.965,-4.372,20.9,0.6,12,0.2, , , LLEYN AFTERSHOCK,,
17/07/1986, 14:55:04.8,52.964,-4.383,20.7,0.6,8,0.2, , , LLEYN AFTERSHOCK,,
13/01/1987, 17:05:34.8,52.978,-4.363,20.7,0.6,12,0.1, , , LLEYN AFTERSHOCK,,
14/02/1987, 05:56:41.6,52.977,-4.374,20.8,0.6,11,0.1, , , LLEYN AFTERSHOCK,,
11/07/1987, 22:13:53.2,52.97,-4.38,21.1,0.6,12,0.2, , , LLEYN AFTERSHOCK,,
05/10/1987, 12:19:08.6,52.961,-4.373,20.7,0.6,12,0.2, , , LLEYN AFTERSHOCK,,
19/10/1987, 19:44:38.4,52.961,-4.322,10.5,0.6,12,0.3, , , LLEYN,GWYNEDD,
23/10/1987, 13:10:46.7,52.973,-4.388,21,0.6,10,0.2, , , LLEYN AFTERSHOCK,,
16/11/1987, 01:19:08.1,52.967,-4.37,19.9,0.6,10,0.2, , , LLEYN AFTERSHOCK,,
23/01/1988, 05:04:49.8,52.975,-4.392,22,0.6,4,0.2, , , LLEYN PEN,GWYNEDD,
22/02/1988, 06:41:57.6,52.938,-4.374,17.6,0.6,6,0.1, , , LLEYN PEN,GWYNEDD,
02/04/1988, 01:47:12.1,52.961,-4.375,21.2,0.6,10,0.2, , , LLEYN PEN,GWYNEDD,
03/04/1988, 17:34:43.7,51.83,-2.676,2.8,0.6,3,0.2, , , MONMOUTH,GWENT,
01/08/1988, 03:56:35.2,52.045,-3.087,8.6,0.6,4,0, , , HAY-ON-WYE,HER & WORC,
03/08/1988, 14:14:28.5,52.067,-3.071,6.4,0.6,4,0, , , HAY-ON-WYE,HER & WORC,
22/10/1988, 13:01:48.9,52.962,-4.372,20.1,0.6,10,0.2, , , LLEYN PEN,GWYNEDD,
10/11/1988, 17:06:00.5,52.96,-4.378,21.6,0.6,8,0.1, , , LLEYN PEN,GWYNEDD,
02/07/1989, 15:29:30.8,52.958,-4.381,19.8,0.6,7,0.1, , , LLEYN,GWYNEDD,
27/07/1989, 11:53:59.0,52.058,-3.237,25.3,0.6,3,0, , , KINGTON,HER & WORC,
04/08/1989, 08:56:11.8,52.958,-4.375,16.5,0.6,6,0.3, , , LLEYN,GWYNEDD,
08/11/1989, 12:52:28.4,52.968,-4.406,19.7,0.6,7,0.2, , , LLEYN,GWYNEDD,
23/04/1990, 05:49:41.9,52.963,-4.379,20.7,0.6,5,0.1, , , LLEYN,GWYNEDD,
08/08/1990, 09:34:41.1,52.966,-4.395,20.6,0.6,11,0.2, , , LLEYN,GWYNEDD,
30/10/1990, 04:45:59.4,52.968,-4.371,20.7,0.6,8,0.2, , , LLEYN,GWYNEDD,
18/04/1992, 14:28:29.1,52.945,-4.384,23.9,0.6,4,0, , , LLEYN PENINSULA,,
25/07/1993, 11:12:28.7,52.723,-4.401,11.7,0.6,4,0.1, , , CARDIGAN BAY,WALES,
30/12/1993, 18:48:43.2,52.123,-2.571,15.4,0.6,4,0, , , HEREFORD,HER & WOR,
30/01/1994, 19:00:35.7,51.61,-3.601,6.1,0.6,6,0.1, , , PONTYCYMER,M GLAMORGAN,
08/01/1995, 03:54:12.6,52.154,-2.636,12.1,0.6,4,0.1, , , HEREFORD,HER & WOR,
01/04/1995, 16:57:48.6,52.971,-4.401,17.7,0.6,8,0.1, , , LLEYN PENIN,GWYNEDD,
30/08/1995, 04:29:25.9,52.867,-3.422,11.9,0.6,10,0.2, , , BALA,GWYNEDD,
30/04/1996, 22:38:39.2,53.017,-3.962,15,0.6, , , , , BLAENAU FFESTINIOG,,
30/10/1996, 15:19:14.9,52.956,-4.367,20.3,0.6, , , , , LLEYN PENIN,GWYNEDD,
08/06/1998, 04:43:25.1,52.988,-4.494,20.9,0.6, , , , , CAERNARVON BAY,GWYNEDD,
16/07/1998, 09:36:34.4,52.956,-4.378,22.3,0.6, , , , , LLEYN PENIN,GWYNEDD,
08/07/1999, 18:09:16.5,52.84,-3.875,14.9,0.6, , , , , DOLGELLAU,GWYNEDD,
02/08/2000, 03:19:25.7,53.053,-4.874,16,0.6, , , , , CAERNARVON BAY,GWYNEDD,
23/08/2000, 07:15:15.2,53.06,-4.553,13.2,0.6, , , , , CAERNARVON BAY,GWYNEDD,
09/10/2000, 22:58:19.8,52.954,-5.379,6.5,0.6, , , , , IRISH SEA,,
01/03/2001, 20:13:06.0,52.918,-4.51,16.6,0.6, , , , , PWLLHELI,GWYNEDD,
17/03/2002, 00:45:54.0,52.3,-2.824,21.4,0.6,6,0.1, , , LEOMINSTER,HER & WOR,
06/06/2002, 06:18:08.5,52.955,-4.385,7.2,0.6,11,0, , , PWLLHELI,GWYNEDD,
23/08/2003, 12:18:28.1,52.97,-4.516,17.9,0.6,7,0.1, , , CAERNARVON BAY,GWYNEDD,
11/10/2005, 18:02:00.4,52.708,-4.101,8.6,0.6,10,0.3, , , BARMOUTH,GWYNEDD,
03/03/2006, 16:10:54.2,52.976,-4.377,19.2,0.6,6,0.1, , , PWLLHELI,GWYNEDD,
25/04/2013, 21:40:09.0,53.454,-4.25,17.4,0.6,5,0, , , ANGLESEY,NORTH WALES,
01/07/2013, 23:58:35.5,52.877,-4.707,7,0.6,7,0.3,2, , LLEYN PENINSULA,,
25/02/2015, 21:19:38.8,53.479,-2.607,7.7,0.6,6,0.2, , , GOLBORNE,GTR MANCHESTER,
01/06/2015, 03:36:13.7,53.217,-4.707,15.2,0.6,7,0.3, , , CAERNARFON BAY,GWYNEDD,
20/03/2016, 20:37:02.5,53.028,-3.709,9.4,0.6,8,0.2, , , PENTREFOELAS,CONWY,
22/07/2016, 00:38:20.4,51.929,-3.118,16.3,0.6,6,0.2, , , CRICKHOWELL,POWYS,
24/07/2016, 19:39:42.9,51.19,-4.204,7.7,0.6,4,0.2, , , WOOLACOMBE,DEVON,
25/07/2016, 03:08:05.0,51.945,-2.698,6.9,0.6,6,0.2, , , ORCOP,HEREFORDSHIRE,
07/10/2016, 10:17:26.6,52.228,-4.224,8.1,0.6,7,0.3, , , ABERAERON,CEREDIGION,
18/11/2016, 08:32:43.5,51.182,-4.571,10.6,0.6,5,0, , , BRISTOL CHANNEL,,
22/01/2017, 14:31:17.3,51.187,-4.414,13.9,0.6,5,0.1, , , BRISTOL CHANNEL,,
18/02/2017, 13:19:51.5,52.189,-2.605,6.6,0.6,7,0.1, , , PENCOMBE,HEREFORDSHIRE,
10/09/2017, 09:52:45.4,51.687,-4.44,8.1,0.6,4,0.4, , , CARMARTHEN BAY,,
09/04/2018, 21:22:35.6,53.387,-4.469,8.5,0.6,7,0.2, , , LLANFECHELL,ANGLESEY,
01/06/2018, 22:43:36.4,52.217,-3.541,8.6,0.6,9,0.1, , , NEWBRIDGE-ON-WYE,POWYS,
12/08/2018, 21:14:00.6,53.072,-3.02,3.8,0.6,4,0.1, , , GWERSYLLT,WREXHAM,
16/12/2018, 20:23:00.0,52.947,-4.557,10.1,0.6,8,0.1, , , LLEYN PENINSULA,,
21/06/2019, 23:33:05.8,53.425,-3.241,7.5,0.6,9,0.3, , , IRISH SEA,,
22/10/2019, 20:05:56.7,53.074,-4.711,8.1,0.6,9,0.2, , , CAERNARFON BAY,,
24/03/2020, 00:58:44.8,53.019,-2.921,7.2,0.6,7,0.4, , , MARCHWEIL,WREXHAM,
11/12/2020, 04:13:27.2,52.885,-5.451,8.2,0.6,7,0.3, , , IRISH SEA,,
04/04/2021, 12:58:41.9,52.242,-2.952,18.4,0.6,6,0.1, , , TITLEY,HEREFORDSHIRE,
16/05/2021, 15:34:12.7,51.602,-2.806,6.9,0.6,4,0, , , CALDICOT,MONMOUTHSHIRE,
19/06/2021, 08:36:35.2,53.056,-4.421,7.5,0.6,6,0.3, , , CAERNARFON BAY,,
01/02/2022, 00:10:20.7,52.341,-4.015,7.8,0.6,5,0.3, , , LLANILAR,CEREDIGION,
13/02/2022, 21:27:58.2,52.787,-2.8,9.6,0.6,5,0.2, , , BOMERE HEATH,SALOP,
24/08/2022, 19:43:27.2,53.267,-4.672,16,0.6,5,0.1, , , ANGLESEY,GWYNEDD,
13/11/2022, 19:56:46.9,52.028,-2.823,4.3,0.6,6,0.1, , , CLEHONGER,HEREF,
04/03/2023, 23:07:46.5,51.838,-3.246,5.2,0.6,8,0.3, , , BRYNMAWR,GWENT,
20/05/2023, 03:53:59.6,52.349,-3.957,8.9,0.6,8,0.2, , , ABERMAGWR,CEREDIGION,
19/09/1979, 20:37:00.0,51.65,-3.33, ,0.7, , , , , PONTYPRIDD,,
14/05/1980, 21:58:00.0,52.17,-2.73, ,0.7, , , , , LEOMINSTER,,
23/07/1983, 10:31:32.9,52.033,-2.812,29.8,0.7,5,0.3, , , HEREFORD,HERFD&WOR,
05/12/1983, 00:56:30.2,51.67,-2.78,19.1,0.7,2, , , , CWMBRAN,GWENT,
04/01/1984, 19:59:40.9,51.698,-3.241,0,0.7,8,0.2, , , GELLIGAER,M GLAMORGAN,
20/01/1984, 19:40:22.4,51.701,-3.279,18.5,0.7,4,0, , , GELLIGAER,M GLAMORGAN,
29/01/1984, 23:17:15.1,51.406,-3.042,2.4,0.7,7,0.1, , , SEVERN ESTUARY,,
01/09/1984, 08:47:59.7,51.635,-2.893,0.5,0.7,4,0.3, , , NEWPORT,GWENT,
09/10/1984, 06:31:52.8,51.555,-2.938,2.5,0.7,4,0, , , NEWPORT,GWENT,
04/01/1985, 09:18:21.7,52.963,-4.399,22.8,0.7,10,0.1, , , LLEYN PENIN, NW WALES,
07/01/1985, 01:07:48.9,52.996,-4.425,20.5,0.7,10,0.8, , , LLEYN PENIN, NW WALES,
27/01/1985, 01:14:21.7,52.963,-4.406,23.1,0.7,10,0, , , LLEYN PENIN, NW WALES,
03/04/1985, 15:22:34.6,52.974,-4.406,23.1,0.7,16,0.1, , , LLEYN PENIN, NW WALES,
25/04/1985, 01:40:19.2,52.97,-4.365,23.5,0.7,15,0.6, , , LLEYN PENIN, NW WALES,
05/05/1985, 21:43:49.6,53.015,-4.323,17,0.7,8,0.3, , , LLEYN PENIN, NW WALES,
20/06/1985, 00:30:18.0,52.981,-4.435,24.3,0.7,3,0, , , LLEYN PENIN, NW WALES,
14/07/1985, 04:10:51.0,51.709,-3.447,7.5,0.7,3,0, , , ABERDARE,MID GLAMORGAN,
14/07/1985, 13:57:04.0,52.974,-4.342,26.1,0.7,10,0.1, , , LLEYN AFTERSHOCK,,
03/11/1985, 13:48:00.1,52.939,-3.495,7,0.7,8,0.4, , , EAST OF BALA,,
07/05/1986, 05:17:56.3,53.235,-3.838,17.7,0.7,11,0.3, , , S. OF CONWAY,GWYNEDD,
16/09/1986, 23:46:19.3,52.966,-4.369,14.9,0.7,11,0.2, , , LLEYN AFTERSHOCK,,
21/01/1987, 16:39:34.9,52.699,-2.951,2.5,0.7,4,0.4, , , HALFWAY HOUSE,SALOP,
21/02/1987, 17:21:12.0,52.963,-4.356,20.3,0.7,12,0.2, , , LLEYN AFTERSHOCK,,
02/09/1987, 06:30:33.2,52.968,-4.359,20.8,0.7,13,0.3, , , LLEYN AFTERSHOCK,,
24/02/1988, 18:04:08.1,52.964,-4.373,21.3,0.7,6,0.2, , , LLEYN PEN,GWYNEDD,
04/08/1988, 10:42:09.9,51.873,-3.174,2.8,0.7,5,0.5, , , HAY-ON-WYE,HER & WOR,
30/09/1988, 07:54:00.3,51.84,-3.271,0.1,0.7,13,0.2, , , NW MERTHYR TYD,POWYS,
17/10/1988, 12:25:32.7,51.836,-3.31,17.5,0.7,4,0.2, , , MERTHYR TYDFIL,POWYS,
05/12/1988, 01:31:22.3,52.95,-4.359,18.2,0.7,7,0.1, , , LLEYN PEN,GWYNEDD,
17/12/1988, 11:01:40.9,52.945,-4.393,17.8,0.7,6,0.1, , , LLEYN PEN,GWYNEDD,
18/01/1989, 17:16:06.3,53.106,-3.754,15,0.7,4,0.1, , , LLANRWST,GWYNEDD,
01/02/1989, 07:05:39.8,52.971,-4.395,20.9,0.7,9,0.2, , , LLEYN,GWYNEDD,
31/12/1989, 07:13:01.4,52.965,-4.356,17.9,0.7,8,0.2, , , LLEYN,GWYNEDD,
08/03/1990, 05:11:53.0,52.976,-4.396,21,0.7,10,0.1, , , LLEYN,GWYNEDD,
17/04/1990, 00:52:34.1,52.454,-3.027,15,0.7,11,0.1, , , BISHOP'S CASTLE,SHROPS,
03/10/1990, 16:47:39.7,53.069,-3.892,8.7,0.7,13,0.3, , , BETWS-Y-COED,GWYNEDD,
12/03/1991, 21:19:58.1,51.714,-3.277,0,0.7,7,0.3, , , ABERDARE,MID GLAMORGAN,
03/08/1991, 16:52:02.8,53.081,-4.414,13.1,0.7,11,0.1, , , CAERNARVON BAY,GWYNEDD,
06/09/1991, 03:04:43.5,52.968,-4.394,22,0.7,9,0.1, , , LLEYN,GWYNEDD,
02/10/1991, 08:48:34.7,51.766,-2.904,22.6,0.7,5,0.2, , , RAGLAN,GWENT,
03/03/1992, 03:52:22.0,52.877,-4.589,12,0.7,6,0.1, , , TUDWEILIOG,GWYNEDD,
03/07/1992, 22:19:08.3,51.706,-3.307,0.1,0.7,4,0.2, , , BEDLINOG,MID GLAMORGAN,
28/07/1992, 05:47:50.6,51.799,-3.003,16.9,0.7,4,0, , , ABERGAVENNY,GWENT,
31/03/1993, 06:44:32.3,52.127,-2.931,16.6,0.7,5,0.1, , , STAUNTON,HER & WOR,
24/04/1993, 09:44:05.9,52.099,-3.374,15.4,0.7,3,0, , , BUILTH WELLS,POWYS,
22/06/1993, 20:11:46.6,52.132,-2.829,18.6,0.7,4,0, , , WELLINGTON,HER & WOR,
14/08/1993, 19:14:56.1,52.884,-3.51,8.6,0.7,14,0.1, , , BALA,GWYNEDD,
18/05/1994, 23:10:34.6,52.968,-4.393,22.4,0.7,8,0, , , LLEYN PENIN,GWYNEDD,
11/12/1994, 17:40:05.3,53.035,-4.466,13.9,0.7,10,0.1, , , CAERNARFON BAY,GWYNEDD,
26/11/1995, 21:05:34.7,52.847,-3.551,9.5,0.7, , , , , BALA,GWYNEDD,
22/05/1996, 04:41:31.4,52.911,-3.882,12.7,0.7, , , , , TRAWSFYNYDD,GWYNEDD,
02/09/1996, 00:00:06.3,52.495,-3.304,18.5,0.7, , , , , NEWTOWN,POWYS,
02/04/1997, 00:25:24.4,51.821,-3.59,16.7,0.7, , , , , GLYN NEATH,W GLAMORGAN,
22/10/1998, 07:54:58.9,52.252,-3.344,15.9,0.7, , , , , LLANDRINDOD WELLS,POWYS,
08/11/1998, 13:24:53.0,52.352,-3.06,15,0.7, , , , , KNIGHTON,POWYS,
02/12/1998, 22:44:35.0,51.893,-3.668,13.3,0.7, , , , , SENNYBRIDGE,POWYS,
10/01/2000, 04:09:57.8,53.042,-4.203,10.6,0.7, , , , , CAERNARVON,GWYNEDD,
18/04/2000, 17:29:57.4,51.856,-2.774,16.7,0.7, , , , , MONMOUTH,GWENT,
14/09/2000, 21:49:46.0,52.956,-4.365,25.1,0.7, , , , , LLEYN PENIN,GWYNEDD,
15/09/2000, 03:57:24.7,52.957,-4.362,23.3,0.7, , , , , LLEYN PENIN,GWYNEDD,
17/07/2001, 21:36:24.4,51.636,-3.074,4.3,0.7, , , , , CWMBRAN,GWENT,
11/12/2001, 21:47:46.4,52.958,-4.38,21.9,0.7, , , , , LLEYN PENINSULA,,
01/06/2002, 01:43:02.6,52.965,-4.417,21,0.7,10,0.1, , , LLEYN PENINSULA,GWYNED,
11/06/2004, 23:01:04.0,52.202,-2.606,6.5,0.7,6,0.1, , , LEOMINSTER,HER & WOR,
30/05/2006, 14:46:13.4,53.5,-4.336,14.3,0.7,7,0.1, , , OFF ANGLESEY,GWYNEDD,
31/12/2009, 06:26:55.3,52.83,-2.616,5.6,0.7,5,0.2, , , MARKET DRAYTON,SALOP,
18/11/2010, 14:04:53.7,53.165,-4.077,4.3,0.7,7,0.1, , , BETHESDA,GWYNEDD,
23/11/2013, 11:00:16.8,52.409,-3.16,6.3,0.7,5,0.1, , , CLUN,SHROPSHIRE,
09/05/2014, 03:30:26.7,51.835,-3.379,2.8,0.7,5,0.3, , , LLANGYNIDR,POWYS,
11/12/2014, 18:02:48.0,52.323,-2.586,7,0.7,4,0.9, , , TENBURY WELLS,WORCS,
27/05/2015, 01:22:03.4,51.612,-3.111,5.7,0.7,5,0.1, , , RISCA,CAERPHILLY,
07/06/2015, 15:14:17.5,52.993,-2.783,3,0.7,7,0.2, , , MALPAS,CHESHIRE,
12/06/2015, 03:54:52.2,53.345,-2.777,4.8,0.7,5,0.3, , , WIDNES,CHESHIRE,
15/06/2015, 23:50:02.8,53.161,-3.979,9.9,0.7,6,0.1, , , BETHESDA,GWYNEDD,
26/06/2015, 01:00:40.0,53.046,-5.187,10.1,0.7,4,0.1, , , IRISH SEA,,
18/07/2015, 04:52:44.4,53.22,-4.104,17.7,0.7,7,0.1, , , BANGOR,GWYNEDD,
23/08/2015, 22:43:54.8,52.946,-4.402,19.3,0.7,7,0.2, , , LLEYN PENINSULA,,
30/09/2015, 02:06:44.5,52.822,-3.282,8.8,0.7,7,0.1, , , PENYBONTFAWR,POWYS,
25/03/2016, 16:04:04.0,53.166,-4.631,11.3,0.7,7,0.1, , , CAERNARFON BAY,,
27/03/2016, 07:13:57.1,52.881,-4.505,7.3,0.7,9,0.2, , , LLEYN PENINSULA,,
24/05/2016, 08:08:19.6,51.728,-4.022,6.7,0.7,6,0.2, , , PONTARDDULAIS,SWANSEA,
13/10/2016, 18:09:11.7,51.739,-3.37,11.6,0.7,7,0.1, , , MERTHYR TYDFIL,MERTHYR,
28/12/2016, 12:30:56.7,53.147,-4.457,3.5,0.7,6,0.2, , , CAERNARFON BAY,,
09/02/2017, 09:21:41.3,51.621,-3.201,7.5,0.7,6,0.2, , , YNYSDDU,CAERPHILLY,
24/07/2017, 21:59:02.5,51.573,-3.211,11.1,0.7,7,0.2, , , CAERPHILLY,CAERPHILLY,
16/02/2018, 22:21:06.3,51.774,-4.158,7.8,0.7,8,0.2, , , PONTYBEREM,CARMARTHS,
17/02/2018, 14:40:22.6,51.76,-3.82,7.5,0.7,5,0.2, , , CWMLLYNFELL,NPT,
09/03/2018, 02:12:29.2,51.237,-3.87,12.5,0.7,7,0.3, , , LYNTON,DEVON,
03/05/2018, 19:36:06.0,53.352,-4.671,11.3,0.7,5,0, , , HOLYHEAD,ANGLESEY,
21/09/2018, 05:42:03.8,52.43,-2.798,6.6,0.7,5,0.2, , , CRAVEN ARMS,SHROPSHIRE,
23/01/2019, 07:10:33.1,52.99,-3.531,12.2,0.7,5,0.1, , , LLANGWM,CONWY,
29/11/2019, 17:21:45.2,51.855,-2.961,19.4,0.7,6,0.1, , , ABERGAVENNY,MON'SHIRE,
09/04/2020, 00:57:00.1,51.669,-3.201,3.3,0.7,4,0.1, , , BLACKWOOD,CAERPHILLY,
11/04/2020, 14:55:31.5,51.95,-3.506,14.9,0.7,9,0.3, , , SENNYBRIDGE,POWYS,
27/04/2020, 17:02:03.9,52.931,-4.364,10.7,0.7,4,0.1, , , LLANARMON,GWYNEDD,
12/07/2021, 04:54:26.0,51.769,-3.068,14.6,0.7,5,0.5, , , BLAENAVON,TORFAEN,
31/07/2021, 08:57:59.4,51.875,-2.603,3.7,0.7,6,0.2, , , WALFORD,HEREFORDSHIRE,
11/09/2021, 15:58:17.1,52.628,-2.766,7.3,0.7,7,0.2, , , DORRINGTON,SHROPSHIRE,
11/09/2021, 16:15:03.6,52.625,-2.774,8.6,0.7,8,0.2, , , DORRINGTON,SHROPSHIRE,
29/11/2021, 09:30:30.6,52.329,-3.651,9.3,0.7,6,0.2, , , RHAYADER,POWYS,
12/05/2022, 21:04:25.8,52.336,-4.023,8.1,0.7,7,0.2, , , LLANILAR,CEREDIGION,
15/06/2022, 06:03:50.7,51.935,-2.901,15.9,0.7,5,0.1, , , PONTRILAS,HEREFORDSHIRE,
06/02/2023, 15:37:48.6,51.893,-2.669,8.9,0.7,7,0.4, , , LLANGARRON,HEREF,
28/03/2023, 20:31:04.4,51.838,-3.246,5.2,0.7,8,0.4, , , BRYNMAWR,GWENT,
03/04/2023, 03:23:23.9,52.428,-3.108,7.5,0.7,6,0.1, , , NEWCASTLE,SHROPSHIRE,
24/02/1981, 19:29:00.0,52.04,-3.22, ,0.8, , , , , HAY ON WYE,,
14/05/1982, 07:46:26.2,51.564,-2.52,29.9,0.8,4,0, , , E OF CHEPSTOW,GWENT,
10/11/1984, 07:45:09.7,51.602,-2.896,0,0.8,7,0.3, , , NEWPORT, GWENT,
30/01/1985, 20:44:42.8,52.962,-4.385,23.9,0.8,12,0.2, , , LLEYN PENIN, NW WALES,
07/04/1985, 19:33:57.2,52.975,-4.408,23.6,0.8,15,0.1, , , LLEYN PENIN, NW WALES,
27/05/1985, 20:49:50.6,52.963,-4.386,24.2,0.8,15,0.2, , , LLEYN PENIN, NW WALES,
21/06/1985, 10:52:18.7,52.971,-4.408,23.1,0.8,3,0, , , LLEYN PENIN, NW WALES,
07/09/1985, 02:04:31.2,52.958,-4.398,24.1,0.8,4,0, , , LLEYN PENIN, NW WALES,
18/11/1985, 12:03:32.2,52.17,-3.677,2.5,0.8,3,0.5, , , ABERGSWYN,POWYS,
18/12/1985, 17:45:49.8,53.367,-4.641,11.5,0.8,11,0.1, , , HOLYHEAD BAY,GWYNEDD,
11/03/1986, 00:57:31.3,52.976,-4.344,20.9,0.8,12,0.4, , , LLEYN AFTERSHOCK,,
12/03/1986, 07:45:20.8,52.973,-4.34,20.4,0.8,12,0.4, , , LLEYN AFTERSHOCK,,
04/05/1986, 06:51:56.9,52.986,-4.405,18.7,0.8,7,0.1, , , LLEYN AFTERSHOCK,,
07/05/1986, 06:08:45.1,52.653,-3.169,14.5,0.8,12,0.3, , , WELSHPOOL POWYS,,
19/06/1986, 08:33:23.4,51.7,-3.33,5,0.8,2, , , , NR BARGOED,M GLAMORGAN,
21/07/1986, 13:29:31.2,52.235,-2.671,18.1,0.8,4,0, , , LEOMINSTER,HER & WOR,
30/07/1986, 01:05:39.9,52.977,-4.38,19.4,0.8,12,0.1, , , LLEYN AFTERSHOCK,,
21/08/1986, 03:25:29.0,52.963,-4.373,19.3,0.8,8,0.3, , , LLEYN AFTERSHOCK,,
11/11/1986, 01:48:43.7,53.014,-4.38,15,0.8,6,0.1, , , LLEYN AFTERSHOCK,,
16/11/1986, 07:56:39.9,53.063,-4.513,15.1,0.8,4,0, , , LLEYN AFTERSHOCK,,
01/12/1986, 01:48:04.2,52.964,-4.358,18.3,0.8,13,0.6, , , LLEYN AFTERSHOCK,,
01/06/1987, 13:10:08.2,52.975,-4.378,17.9,0.8,10,0.4, , , LLEYN AFTERSHOCK,,
13/08/1987, 12:28:44.0,51.986,-3.43,8.7,0.8,5,0.2, , , BRECON,POWYS.,
20/08/1987, 19:52:57.0,53.255,-2.83,4.9,0.8,11,0.4, , , RUNCORN,CHESHIRE,
03/12/1987, 09:08:24.6,52.956,-4.39,21.3,0.8,11,0.3, , , LLEYN AFTERSHOCK,,
25/01/1988, 01:27:21.8,51.642,-3.559,0.4,0.8,12,0.3, , , W RHONDDA,MID GLAM,
10/04/1988, 20:42:04.7,52.903,-3.731,8.4,0.8,7,0.2, , , LAKE BALA,GWYNEDD,
01/08/1988, 21:10:06.4,52.038,-3.09,9.3,0.8,4,0, , , HAY-ON-WYE,HER & WORC,
04/08/1988, 10:42:07.6,52.042,-3.085,9.4,0.8,4,0, , , HAY-ON-WYE,HER & WORC,
07/08/1988, 23:23:50.5,52.033,-3.088,7.3,0.8,4,0.1, , , HAY-ON-WYE,HER & WORC,
10/08/1988, 02:19:41.3,52.018,-3.101,11.3,0.8,4,0.1, , , HAY-ON-WYE,HER & WORC,
31/08/1988, 07:16:51.5,52.949,-4.368,16.8,0.8,7,0.2, , , LLEYN PEN,GWYNEDD,
14/10/1988, 13:39:35.8,52.008,-3.623,0,0.8,14,0.3, , , HALFWAY FOREST,POWYS,
22/12/1988, 08:47:43.4,52.966,-4.374,21.1,0.8,6,0.1, , , LLEYN PEN,GWYNEDD,
05/06/1989, 01:40:34.6,52.954,-3.564,15,0.8,6,0.2, , , BALA,GWYNEDD,
23/10/1989, 11:33:13.6,53.031,-3.634,10.2,0.8,14,0.3, , , BALA,GWYNEDD,
08/12/1989, 23:12:57.4,52.725,-4.688,17.9,0.8,15,0.3, , , CARDIGAN BAY,,
02/05/1990, 17:34:18.2,52.974,-4.396,20.3,0.8,10,0.1, , , LLEYN,GWYNEDD,
08/08/1990, 02:57:16.2,53.121,-4.337,14.8,0.8,9,0.1, , , CAERNARVON,GWYNEDD,
22/10/1990, 17:22:34.9,51.694,-3.251,0.1,0.8,5,0.3, , , BARGOED,GLAMORGAN,
21/11/1990, 12:20:24.1,51.64,-2.579,28.1,0.8,6,0.3, , , STROUD,GLOUCESTERSHIRE,
19/12/1990, 13:38:45.7,52.013,-3.623,0,0.8,6,0.9, , , KNIGHTON,POWYS,
29/12/1990, 19:59:21.2,52.287,-3.66,17.7,0.8,4,0.1, , , TREGARON,DYFED,
25/02/1991, 10:55:53.9,52.569,-2.62,2.7,0.8,4,0.1, , , CHURCH STRETTON,SHROPS,
26/02/1991, 06:20:11.4,52.965,-4.39,18.4,0.8,13,0.2, , , LLEYN,GWYNEDD,
19/05/1991, 09:20:45.0,51.719,-3.229,22.4,0.8,4,0.2, , , BARGOED,MID GLAMORGAN,
20/05/1991, 19:45:34.6,51.739,-2.861,7.3,0.8,3,0.2, , , PONTYPOOL,GWENT,
21/10/1991, 18:10:48.0,52.963,-4.372,22.1,0.8,12,0.2, , , LLEYN,GWYNEDD,
05/07/1992, 02:51:20.9,51.785,-3.214,3.8,0.8,3,0.1, , , EBBW VALE,GWENT,
11/09/1992, 00:24:31.4,51.677,-3.724,14.1,0.8,4,0.1, , , NEATH,WEST GLAMORGAN,
07/12/1992, 13:45:49.6,53.247,-4.241,11.2,0.8,9,0.1, , , LLANGEFNI,GWYNEDD,
21/09/1994, 20:18:40.3,52.903,-3.504,13.7,0.8,15,0.2, , , BALA,GWYNEDD,
09/03/1995, 02:49:57.7,51.697,-3.261,0.1,0.8,4,0.2, , , BARGOED,MID GLAMORGAN,
22/05/1996, 17:06:36.4,52.972,-4.473,7.6,0.8, , , , , PWLLHELI,GWYNEDD,
28/06/1996, 01:03:56.8,52.917,-4.543,21.4,0.8, , , , , PWLLHELI,GWYNEDD,
09/10/1996, 19:04:18.1,53.11,-3.339,10.8,0.8, , , , , RUTHIN,CLWYD,
18/10/1997, 23:57:55.9,51.858,-2.713,14.7,0.8, , , , , MONMOUTH,GWENT,
