yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,locality,county,geometry
28/06/1983, 13:02:10.6,52.079,-4.194,7.8,1.3, LAMPETER,DYFED,POINT (-808922.773021322 5945669.818942129)
11/01/2018, 17:32:09.8,52.106,-4.237,13.4,0.9, LLANWENOG,CEREDIGION,POINT (-811010.0420532494 5949424.295527853)
