yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,locality,county,geometry
06/05/2008, 06:25:51.1,52.126,-3.911,5.4,2.2, LAMPETER,CEREDIGION,POINT (-788429.496101938 5945615.170697702)
09/06/1988, 13:36:00.3,52.085,-4.075,2.5,1.1, LAMPETER,DYFED,POINT (-800712.7915550864 5944128.831282602)
15/05/1989, 12:55:59.7,52.114,-4.019,0.0,0.9, LAMPETER,DYFED,POINT (-796069.4264273341 5946276.24413936)
